start_lat,start_lon,end_lat,end_lon,red_count,yellow_count,green_count,total_segments,true_travel_time_sec
40.7915775,-73.9467764,40.7788196,-73.9560836,4,18,0,22,186.2236487595765
40.726752,-73.973799,40.7485081,-73.9886948,21,11,16,48,622.1791857505073
40.8007573,-73.9507166,40.8030771,-73.9383782,11,7,4,22,261.8966821692607
40.7849455,-73.9465916,40.8185482,-73.9377219,41,9,8,58,829.6225374426333
40.7700936,-73.9494513,40.8304568,-73.9403469,51,44,24,119,1380.0737928594883
40.7749461,-73.9447748,40.8214604,-73.9446041,32,37,21,90,936.4078092350354
40.7589778,-73.9939368,40.7214592,-73.9973963,35,41,15,91,793.6972581646588
40.7988273,-73.9212178,40.8687597,-73.9311686,28,16,9,53,4170.757122895035
40.735313,-73.994118,40.779898,-73.9867885,47,16,31,94,1007.4091825627705
40.722671,-73.982964,40.8279873,-73.9350012,76,103,33,212,2046.6866886560924
40.762252,-73.9701729,40.7685108,-73.9656086,8,0,2,10,119.5408020429654
40.863416,-73.923137,40.7761941,-73.9498734,38,44,14,96,2560.9307944746242
40.8294451,-73.9419432,40.742157,-73.9870446,68,74,27,169,1924.2946907438604
40.8115152,-73.9349267,40.7968119,-73.9452335,9,10,2,21,244.9257825783558
40.764057,-73.9647558,40.716976,-73.982289,34,30,27,91,909.9487725905134
40.7428829,-74.0039992,40.7421242,-73.985046,12,15,3,30,561.9652308211031
40.843501,-73.937982,40.71046,-74.0145533,116,120,33,269,3665.3696576319185
40.766801,-73.9507038,40.7130535,-73.9941106,63,36,20,119,2424.663036686446
40.7733062,-73.9905614,40.7297532,-74.0021622,38,54,17,109,1009.547656416701
40.7597869,-73.9879285,40.8365944,-73.9348199,76,84,56,216,2195.3570021241458
40.783808,-73.9798812,40.8000053,-73.9547684,14,20,19,53,511.5590631898202
40.8395698,-73.9398826,40.7521308,-73.9671907,88,72,28,188,2253.383779053307
40.7390301,-73.9735586,40.7310785,-74.0080005,15,20,16,51,635.1496901289827
40.7805009,-73.9441571,40.7134688,-73.9972984,84,51,43,178,1756.976238306359
40.8729372,-73.9118281,40.7778034,-73.9821832,95,72,20,187,2413.6114057435866
40.7101204,-73.9897857,40.7564056,-73.9994672,47,40,14,101,1230.996361241348
40.733922,-73.992792,40.7445045,-73.9811202,6,12,11,29,267.6073924734142
40.8216938,-73.9567474,40.8103559,-73.9437153,10,19,4,33,500.2494776739538
40.717674,-74.0057722,40.8423228,-73.9370346,100,116,65,281,2628.3992844101626
40.7069507,-74.0135153,40.7125535,-73.9989343,9,23,5,37,401.4068519175989
40.7960473,-73.9195704,40.7288005,-74.0004308,102,66,46,214,3094.149438974352
40.7260802,-74.0099122,40.8115326,-73.9426361,77,92,52,221,2010.4241683002342
40.7191873,-73.9763322,40.8253369,-73.9536712,60,54,61,175,2684.4816085314856
40.7447916,-73.9758876,40.7664881,-73.9569436,19,18,16,53,894.5296618328141
40.8080286,-73.9579584,40.7035808,-74.0115938,116,86,34,236,2561.4376875553544
40.862394,-73.918015,40.7416552,-73.9781701,78,73,32,183,3296.4322971056013
40.856783,-73.933681,40.7091509,-74.001064,91,82,46,219,5351.209559980096
40.8541572,-73.9337034,40.8013981,-73.9679955,46,30,16,92,912.187037369198
40.7658448,-73.9634512,40.7459651,-73.9979896,30,22,14,66,777.83720089493
40.7231118,-73.989434,40.8120517,-73.953546,47,95,29,171,1509.3982692130014
40.7190003,-74.0051464,40.713153,-74.0041097,11,4,0,15,296.62771625431833
40.847745,-73.9311661,40.8344603,-73.9491307,19,9,12,40,359.19117670714866
40.8464211,-73.9323437,40.7904213,-73.9499026,28,19,2,49,1611.6728801031368
40.7528125,-73.9792873,40.7345724,-74.0100438,26,27,4,57,677.3132715193641
40.81583,-73.947034,40.7910474,-73.9494429,26,18,4,48,539.8650857417512
40.8454318,-73.9386774,40.7357989,-73.9853657,91,103,20,214,2289.976980330877
40.7324485,-74.005461,40.7585437,-73.9772064,35,15,17,67,761.9601651247078
40.8107511,-73.9643865,40.7742524,-73.945268,42,19,6,67,1194.9173226739179
40.7228061,-73.9930344,40.7503356,-74.0084887,23,26,10,59,668.9715369598013
40.720674,-73.978231,40.8723563,-73.9128142,71,36,26,133,5257.693170082141
40.752895,-73.989243,40.7445022,-73.9752025,9,3,6,18,310.54607283834383
40.7256649,-73.9921182,40.7913085,-73.9361233,85,62,36,183,2449.64047600611
40.7809009,-73.9568062,40.725203,-73.987053,26,61,14,101,909.589047275585
40.7243158,-74.0086711,40.8448861,-73.9449014,34,49,36,119,4038.295644500715
40.7564802,-73.997767,40.7646823,-73.9642995,19,16,21,56,579.6243942513286
40.7240792,-73.9788537,40.74463,-73.9989693,13,17,10,40,492.5805190207831
40.8372403,-73.9427148,40.8236481,-73.9552907,10,14,5,29,271.832822283296
40.834536,-73.938965,40.8279873,-73.9350012,8,4,1,13,391.51314003958294
40.732318,-74.001663,40.7077766,-74.0129583,33,17,7,57,658.7992507716768
40.7821565,-73.9558911,40.7710637,-73.9637208,1,17,0,18,131.62590555318997
40.7341015,-74.008507,40.8026041,-73.9450492,49,66,27,142,1390.4713288611824
40.8272499,-73.9386924,40.733577,-74.0073392,87,78,50,215,2094.102873097363
40.8290195,-73.9448276,40.7774164,-73.9787995,43,29,20,92,1077.402805947146
40.7122115,-73.9807115,40.7084917,-74.0152017,32,15,12,59,976.3396727243417
40.716928,-74.0091078,40.8069224,-73.9572588,69,79,61,209,1765.7346441985128
40.7859742,-73.9688537,40.8449121,-73.933238,49,54,32,135,1337.4016787494563
40.7306005,-73.9924142,40.7445463,-73.9831186,9,15,6,30,252.95118029614326
40.7781772,-73.9484255,40.7813573,-73.9624476,10,7,2,19,373.51793190349684
40.7788134,-73.9740803,40.7878716,-73.9674683,3,10,7,20,204.93589751069655
40.8365944,-73.9348199,40.7906175,-73.9798657,46,33,12,91,1211.7140989652758
40.840487,-73.938364,40.812575,-73.950927,27,27,5,59,744.0564378468447
40.8778412,-73.9100278,40.811546,-73.9465492,49,32,17,98,1944.6574756737891
40.7424446,-73.9889406,40.7196004,-73.9980848,12,20,16,48,419.7125553972283
40.7236896,-73.9964625,40.779499,-73.9816284,69,41,21,131,1257.8667844385116
40.7948079,-73.9444165,40.7117851,-73.9997076,60,77,21,158,1446.1641405497573
40.7051798,-74.0074068,40.72488,-74.002619,14,18,14,46,375.17260464837887
40.7678888,-73.9660657,40.7173295,-73.9994477,19,57,15,91,927.931006203174
40.8121726,-73.9460975,40.7544654,-74.0011103,50,60,32,142,1613.8682664150388
40.8251715,-73.9415007,40.7528837,-73.9873365,66,58,27,151,1525.0481390886162
40.7947346,-73.9698719,40.8264888,-73.950564,12,30,13,55,465.9117442713797
40.802397,-73.93677,40.8263304,-73.9384423,28,15,8,51,721.9178263533221
40.7254711,-73.9839534,40.7788275,-73.9539771,55,32,32,119,1248.8210437163723
40.7795073,-73.9555832,40.75896,-73.9684914,24,14,2,40,461.06131242335226
40.7248589,-73.9843993,40.728049,-74.0071926,23,12,9,44,559.492243772715
40.7573667,-73.9606728,40.7685979,-73.9852202,14,9,14,37,598.3230267034417
40.7659911,-73.9654486,40.7192124,-73.9998608,29,45,17,91,868.4824167752752
40.7377527,-73.9882046,40.8179047,-73.9342503,51,76,19,146,1480.7496967508405
40.7310625,-74.0014113,40.7273286,-74.0073112,8,4,0,12,166.29079412934894
40.7852965,-73.9693444,40.7233679,-73.9957075,39,50,28,117,1571.4790523974698
40.7236472,-73.9852818,40.7562704,-73.9949687,33,21,17,71,860.3037916621357
40.8260123,-73.9357392,40.7580163,-73.9817975,59,53,30,142,1372.666913887771
40.8742871,-73.910359,40.7268652,-73.9799131,116,90,40,246,4333.870930617353
40.710912,-73.9922162,40.7070893,-74.0139691,29,6,3,38,621.6180212899479
40.7966412,-73.9684577,40.861142,-73.918927,39,30,18,87,3185.940066471434
40.7071569,-74.0153067,40.7916755,-73.9489842,67,59,55,181,2004.2173801519166
40.8408049,-73.9354698,40.8523456,-73.9387617,3,11,9,23,175.3283848115608
40.7955395,-73.9461625,40.8044957,-73.9514846,4,13,2,19,182.01917596630148
40.8188507,-73.9561236,40.8031793,-73.94254,9,12,9,30,357.8327634937913
40.838072,-73.9466482,40.8221764,-73.9521084,15,12,4,31,349.605481311781
40.7712271,-73.9935659,40.7571285,-73.9719044,12,12,2,26,676.9365305994951
40.8168973,-73.9572758,40.8497451,-73.9421393,28,17,9,54,642.8027113058445
40.8247731,-73.936687,40.8056693,-73.9384003,16,20,3,39,505.6952789947687
40.7240936,-73.9926973,40.7139579,-74.0030498,17,5,4,26,344.3760313692604
40.747277,-73.989617,40.852729,-73.93443,89,51,50,190,1842.358771051346
40.8242206,-73.9373,40.7600241,-73.9629046,54,63,22,139,1630.4396969030827
40.854677,-73.938652,40.83785,-73.936383,13,14,6,33,308.92386989163714
40.745301,-73.986846,40.7809009,-73.9568062,17,25,25,67,521.2139535556358
40.7884393,-73.9510061,40.7151841,-73.9842712,67,64,25,156,1612.1503909553246
40.776235,-73.9558695,40.7288005,-74.0004308,51,40,16,107,1120.074933286638
40.7070005,-74.0179396,40.7590024,-73.970533,52,53,27,132,1660.275397911352
40.7157929,-74.0066159,40.7604084,-73.9758441,42,33,26,101,916.2153518123816
40.7168306,-73.9977656,40.8108572,-73.9468491,52,96,24,172,1634.7757166156516
40.7546132,-73.9737339,40.7770521,-73.9820009,20,10,17,47,510.45918225805656
40.7845691,-73.9795827,40.8033426,-73.9528149,13,20,21,54,499.8961796648863
40.731706,-74.000954,40.7827784,-73.9554342,40,52,17,109,1035.7517355496766
40.7381466,-73.9736517,40.7707171,-73.950941,20,8,5,33,1021.8998270371111
40.7118516,-74.0156855,40.7096039,-74.0015481,18,18,4,40,502.7135661945058
40.706031,-74.0147077,40.8581161,-73.932977,90,101,77,268,2496.8103256129507
40.7387804,-74.0099368,40.7552917,-73.9949335,17,15,13,45,730.6839548015837
40.762118,-73.9601302,40.7700919,-73.9949438,13,6,19,38,614.7580117731151
40.7381289,-74.0041378,40.7770521,-73.9820009,44,32,20,96,851.0899292760608
40.8412228,-73.9457735,40.7576654,-73.9948115,68,63,26,157,3198.303384180921
40.7604084,-73.9758441,40.8024899,-73.9567756,27,36,34,97,990.8512299578997
40.8267401,-73.9355215,40.7990701,-73.9684544,25,26,26,77,721.7619127875172
40.7350119,-73.9798916,40.7301698,-73.9756997,2,7,6,15,186.09215225767932
40.7517476,-73.9708043,40.8069224,-73.9572588,18,27,44,89,801.5530813367036
40.7116882,-74.0027433,40.7716605,-73.986677,41,57,39,137,1406.3990550427611
40.8537179,-73.9268061,40.7923067,-73.9504667,65,53,25,143,1495.752920576015
40.7717833,-73.965434,40.7305763,-73.9904913,19,44,13,76,658.9935002113544
40.8051509,-73.9452617,40.7200916,-74.0056946,56,72,32,160,1688.8868491199771
40.8303722,-73.9401371,40.7507733,-73.9744736,43,92,15,150,1525.9695047630469
40.7381488,-74.0081711,40.7130272,-73.9944601,31,25,12,68,669.4414269012249
40.869877,-73.920897,40.7341015,-74.008507,122,110,58,290,2992.6523939157714
40.8672563,-73.9293463,40.8055262,-73.9620084,42,37,32,111,1021.5510393105444
40.7372187,-73.9813983,40.7379458,-73.9868475,4,0,3,7,77.33615498783709
40.7667157,-73.9828727,40.742834,-74.007705,31,32,11,74,730.0970482123946
40.8416705,-73.9375115,40.7223439,-74.0118571,100,108,35,243,3018.7264007608846
40.7697673,-73.9545657,40.854321,-73.928254,61,40,28,129,2687.7853341277305
40.7970582,-73.9206263,40.7714348,-73.9822603,42,41,32,115,2524.292546544749
40.7775416,-73.9749993,40.712544,-74.0076683,70,67,19,156,1509.203618263504
40.726958,-74.003445,40.7268704,-74.0031066,3,3,1,7,61.37645114196444
40.7373284,-73.9853903,40.7138283,-73.9929765,19,18,17,54,421.5899425030203
40.7115328,-73.9867498,40.8646634,-73.9289023,79,46,42,167,3966.0381596445936
40.8206258,-73.958421,40.7164855,-73.9928237,74,92,33,199,2224.3233968254613
40.8166504,-73.9389307,40.808178,-73.9563424,15,10,11,36,377.12177923993846
40.7117173,-74.0041198,40.7839383,-73.9442196,87,72,36,195,2574.330731136394
40.825379,-73.940054,40.7393829,-74.0080522,82,76,41,199,1990.7357322293053
40.7589831,-73.9645095,40.7800714,-73.9470292,24,25,10,59,574.6732764421857
40.8498486,-73.9349596,40.7554134,-73.9794895,83,73,25,181,1956.8155283713702
40.8429382,-73.9346816,40.7534805,-73.9808792,72,71,36,179,1844.6170577984353
40.7361983,-74.0035323,40.798685,-73.9334544,82,65,39,186,2089.660369354212
40.7458588,-73.9843457,40.7369675,-73.9845133,5,11,5,21,246.17253633658433
40.8638064,-73.9194167,40.7382279,-73.9856739,54,87,5,146,2787.8409282164257
40.8102335,-73.9472988,40.8001169,-73.9352513,8,16,4,28,442.0539969453152
40.8088175,-73.9657902,40.7278806,-74.0054267,71,81,14,166,1536.4727301605903
40.7947346,-73.9698719,40.85934,-73.93398,33,50,17,100,1029.1300464539845
40.7120363,-74.0060818,40.7545778,-73.9716937,34,53,27,114,1127.7923777071094
40.8326961,-73.9396729,40.7782718,-73.9607012,43,44,16,103,1222.1654635002465
40.7199234,-74.002596,40.7566036,-73.976512,32,37,7,76,890.970484045689
40.7870124,-73.9775145,40.8120958,-73.9360803,36,40,19,95,995.2986884054767
40.8661784,-73.9280465,40.7223827,-73.9933264,63,98,21,182,3116.4035989848594
40.7765623,-73.9527041,40.80389,-73.9461817,17,26,10,53,579.1362624864615
40.8356703,-73.9395793,40.7149277,-74.007932,108,105,49,262,2641.396899634865
40.7255633,-74.0045513,40.7946143,-73.9716646,68,47,34,149,1340.406694647245
40.7711373,-73.9948053,40.7459215,-73.9863915,22,17,12,51,593.6245703071679
40.8026118,-73.9307963,40.7438323,-73.9795193,67,60,29,156,1589.3056671960796
40.722019,-73.983444,40.7553657,-73.9960116,34,21,15,70,896.5745543667869
40.8107511,-73.9643865,40.8221764,-73.9521084,11,11,4,26,273.4170665988062
40.8043912,-73.935333,40.806569,-73.9333826,9,2,0,11,209.18071976175244
40.7659911,-73.9654486,40.7320287,-73.982061,46,29,17,92,1131.7977808328462
40.7609819,-73.9713318,40.763113,-73.962515,6,10,2,18,227.92461089813932
40.7077643,-74.0016856,40.8688503,-73.9114398,81,131,37,249,4935.246735822609
40.7243158,-74.0086711,40.7149648,-74.0097093,10,10,1,21,183.11945218807637
40.86302,-73.917555,40.7372187,-73.9813983,85,78,33,196,3436.1669786048633
40.7564645,-74.0014663,40.7112389,-73.9847412,42,57,23,122,1121.0778890154422
40.7989421,-73.9363574,40.7407313,-74.00896,88,61,36,185,2306.5240686052884
40.7961053,-73.9752362,40.7721684,-73.9820764,26,22,9,57,580.5232658236293
40.7710965,-73.9834109,40.8416021,-73.9454687,21,46,31,98,1333.4083461851433
40.8209346,-73.9394886,40.751532,-73.9939428,60,70,40,170,1605.0231259412553
40.8632348,-73.9197718,40.7172557,-74.0130166,125,120,40,285,3557.3758570528
40.727468,-73.979469,40.7885854,-73.9552649,40,59,10,109,1195.389165241412
40.7714348,-73.9822603,40.7106401,-73.9852574,57,61,31,149,1510.123196534668
40.7999836,-73.9586275,40.7993888,-73.9220479,22,25,8,55,1014.9535303609866
40.7805427,-73.9442562,40.8208172,-73.9546928,31,33,16,80,908.4018998560114
40.7125226,-73.9777588,40.7214626,-73.9885157,16,10,11,37,490.3103802239758
40.7189219,-73.9992256,40.8024528,-73.9388372,52,53,41,146,1746.6508915100035
40.7143955,-74.0005026,40.7452094,-73.9827991,31,23,6,60,761.5788376432521
40.8386617,-73.9398419,40.759841,-73.984174,63,54,31,148,1555.1076838070114
40.7382262,-74.0040312,40.8652598,-73.9277837,105,76,61,242,2220.4644740642907
40.7108145,-73.9833045,40.7169298,-74.0008126,15,8,8,31,420.549929837121
40.7197847,-74.0068153,40.7153613,-73.9977158,3,9,4,16,136.44236679801597
40.795301,-73.971208,40.71887,-74.0066144,63,86,16,165,1440.609738770155
40.7792164,-73.9435413,40.7716529,-73.9531803,11,8,4,23,861.7929404731321
40.7194618,-73.9819415,40.7650041,-73.9767052,25,34,30,89,896.9632986153601
40.866336,-73.925005,40.7083242,-74.0112699,134,135,45,314,2982.875581205912
40.7382262,-74.0040312,40.7558333,-73.9707763,30,17,15,62,853.2850570516288
40.7184469,-73.9987523,40.8084658,-73.9648621,75,68,46,189,1616.030689762998
40.7291391,-73.9751868,40.7495313,-74.0065763,19,20,11,50,1059.0841385023039
40.7736593,-73.9517225,40.8276504,-73.9351469,57,56,17,130,1389.5948661569607
40.7169994,-74.0142977,40.7129432,-74.011756,7,2,2,11,166.97719519441034
40.8408049,-73.9354698,40.8103252,-73.953623,29,11,5,45,721.4208734634637
40.7136604,-74.003649,40.8301829,-73.9476033,87,86,62,235,1994.3188783791466
40.794183,-73.9448716,40.770434,-73.9601029,20,24,0,44,487.59383418691243
40.736003,-73.9894958,40.796631,-73.9197251,74,43,25,142,1884.2642967819313
40.7622326,-73.9898591,40.7093852,-74.0129792,50,69,17,136,1239.7839952169404
40.7629646,-73.9818975,40.7216214,-74.0022085,43,47,7,97,887.8843726826041
40.855335,-73.933312,40.769747,-73.9606044,40,47,11,98,2102.0735987399344
40.7583781,-73.9709896,40.7465212,-74.0013497,18,30,7,55,665.7012180233892
40.7246266,-73.994208,40.8010338,-73.9711777,89,62,29,180,1888.8444900594777
40.7949177,-73.9466169,40.7585968,-73.9850795,34,18,20,72,834.5096369804808
40.709796,-73.9960229,40.7342008,-73.9748747,37,39,13,89,954.6243168190158
40.7571762,-73.9993866,40.8772238,-73.9090578,85,81,51,217,4548.823084271672
40.7518775,-73.9996131,40.7341463,-73.9991816,23,22,6,51,599.1802677376189
40.8015271,-73.9525498,40.7559868,-73.9769642,32,30,14,76,778.1324941315709
40.7868144,-73.9452422,40.8681842,-73.919497,40,30,18,88,3842.8597471644607
40.8226075,-73.9531289,40.7652498,-73.995066,55,49,24,128,1371.2775772233374
40.7388483,-73.9852454,40.8124025,-73.9639023,62,45,40,147,1582.4585037440847
40.7970582,-73.9206263,40.7995598,-73.9359116,14,6,3,23,994.1600367205243
40.7833391,-73.9547909,40.8070675,-73.9459054,9,20,11,40,374.56214910375223
40.7209878,-73.986948,40.815168,-73.9585365,76,66,47,189,1817.2552561838952
40.7393666,-74.0097004,40.7149648,-74.0097093,10,9,6,25,639.5382011997632
40.8168887,-73.9611688,40.768013,-73.9957587,52,41,28,121,1525.5485366935295
40.7815278,-73.9563489,40.8191327,-73.9410141,19,43,18,80,681.123147996354
40.8082223,-73.9544988,40.7622326,-73.9898591,40,37,28,105,1040.3593021206427
40.8235986,-73.9377556,40.845948,-73.937809,33,21,8,62,837.5113489034596
40.7954069,-73.9418755,40.7074736,-74.0119639,114,69,49,232,2545.5124009791016
40.7942835,-73.9490156,40.826626,-73.939149,36,18,4,58,672.6423656640684
40.7679632,-73.9662435,40.7017865,-74.0111627,42,66,24,132,1399.686920064914
40.7915049,-73.9722334,40.8051509,-73.9452617,22,30,11,63,683.7763959306809
40.7852025,-73.928919,40.783828,-73.9778254,49,41,18,108,2510.0171492123322
40.754591,-73.9991485,40.7676843,-73.9817558,20,18,11,49,505.5018524572017
40.8089618,-73.9403996,40.7518133,-73.9997474,60,58,38,156,1571.9014948550018
40.7282339,-74.0023601,40.7198009,-73.9985059,6,19,3,28,245.80604560415716
40.773612,-73.9815824,40.8493157,-73.9300173,59,62,47,168,1434.6148400161285
40.7127254,-73.9979907,40.855598,-73.927319,71,113,38,222,3031.727006322474
40.7585968,-73.9850795,40.8208736,-73.9451567,40,62,43,145,1278.1151372107695
40.8644251,-73.9332656,40.7950638,-73.9331708,16,32,11,59,2111.2762059939205
40.7967492,-73.960991,40.814759,-73.9343888,35,31,6,72,814.6805125086618
40.7969242,-73.9760626,40.7776355,-73.9611664,27,17,0,44,1672.5890337620528
40.8095517,-73.9348726,40.7993612,-73.9433693,9,12,5,26,284.7790420001736
40.7967335,-73.9488554,40.7666367,-73.986668,27,20,22,69,769.0718659003044
40.850509,-73.931043,40.8263304,-73.9384423,18,14,2,34,579.9777796694569
40.8086658,-73.9576175,40.791572,-73.944675,14,15,5,34,500.9164133348615
